,xrsa,xrsb
2012-08-16 12:41:00.124999,2.7165e-09,2.3593e-07
2012-08-16 12:41:02.171999,3.831e-09,2.333e-07
2012-08-16 12:41:04.221999,7.1743e-09,2.333e-07
2012-08-16 12:41:06.268999,6.0599e-09,2.333e-07
2012-08-16 12:41:08.318999,6.0599e-09,2.3593e-07
2012-08-16 12:41:10.364999,6.0599e-09,2.3593e-07
2012-08-16 12:41:12.411999,3.831e-09,2.3593e-07
2012-08-16 12:41:14.458999,2.7165e-09,2.3855e-07
2012-08-16 12:41:16.508999,3.831e-09,2.3855e-07
2012-08-16 12:41:18.554999,3.831e-09,2.3855e-07
2012-08-16 12:41:20.604999,3.831e-09,2.3855e-07
2012-08-16 12:41:22.651999,3.831e-09,2.3855e-07
2012-08-16 12:41:24.698999,3.831e-09,2.3855e-07
2012-08-16 12:41:26.748999,4.9454e-09,2.3593e-07
2012-08-16 12:41:28.794999,4.9454e-09,2.3855e-07
2012-08-16 12:41:30.844999,3.831e-09,2.4118e-07
2012-08-16 12:41:32.891999,2.7165e-09,2.4118e-07
2012-08-16 12:41:34.938999,2.7165e-09,2.3855e-07
2012-08-16 12:41:36.988999,1.602e-09,2.4118e-07
2012-08-16 12:41:39.034999,2.7165e-09,2.4118e-07
2012-08-16 12:41:41.084999,1.602e-09,2.3855e-07
2012-08-16 12:41:43.131999,1.602e-09,2.4118e-07
2012-08-16 12:41:45.178999,3.831e-09,2.4118e-07
2012-08-16 12:41:47.228999,2.7165e-09,2.438e-07
2012-08-16 12:41:49.274999,3.831e-09,2.3855e-07
2012-08-16 12:41:51.324999,3.831e-09,2.4118e-07
2012-08-16 12:41:53.371999,2.7165e-09,2.4642e-07
2012-08-16 12:41:55.418999,2.7165e-09,2.3855e-07
2012-08-16 12:41:57.468999,2.7165e-09,2.4642e-07
2012-08-16 12:41:59.514999,3.831e-09,2.438e-07
2012-08-16 12:42:01.564999,2.7165e-09,2.438e-07
2012-08-16 12:42:03.611999,2.7165e-09,2.4642e-07
2012-08-16 12:42:05.658999,3.831e-09,2.4904e-07
2012-08-16 12:42:07.708999,3.831e-09,2.4904e-07
2012-08-16 12:42:09.754999,3.831e-09,2.5167e-07
2012-08-16 12:42:11.804999,2.7165e-09,2.4904e-07
2012-08-16 12:42:13.851999,3.831e-09,2.4904e-07
2012-08-16 12:42:15.898999,3.831e-09,2.5429e-07
2012-08-16 12:42:17.948999,3.831e-09,2.5429e-07
2012-08-16 12:42:19.994999,3.831e-09,2.5429e-07
2012-08-16 12:42:22.041999,3.831e-09,2.5691e-07
2012-08-16 12:42:24.091999,4.9454e-09,2.5429e-07
2012-08-16 12:42:26.138999,3.831e-09,2.5429e-07
2012-08-16 12:42:28.188999,3.831e-09,2.5954e-07
2012-08-16 12:42:30.234999,4.9454e-09,2.5429e-07
2012-08-16 12:42:32.281999,7.1743e-09,2.5167e-07
2012-08-16 12:42:34.331999,7.1743e-09,2.5954e-07
2012-08-16 12:42:36.378999,8.2888e-09,2.5691e-07
2012-08-16 12:42:38.428999,7.1743e-09,2.5691e-07
2012-08-16 12:42:40.474999,7.1743e-09,2.5691e-07
2012-08-16 12:42:42.521999,7.1743e-09,2.5954e-07
2012-08-16 12:42:44.571999,4.9454e-09,2.5954e-07
2012-08-16 12:42:46.618999,3.831e-09,2.5954e-07
2012-08-16 12:42:48.668999,3.831e-09,2.6216e-07
2012-08-16 12:42:50.714999,4.9454e-09,2.6216e-07
2012-08-16 12:42:52.761999,4.9454e-09,2.6478e-07
2012-08-16 12:42:54.811999,4.9454e-09,2.6478e-07
2012-08-16 12:42:56.858999,6.0599e-09,2.6478e-07
2012-08-16 12:42:58.908999,4.9454e-09,2.7003e-07
2012-08-16 12:43:00.954999,4.9454e-09,2.7003e-07
2012-08-16 12:43:03.001999,3.831e-09,2.7528e-07
2012-08-16 12:43:05.051999,6.0599e-09,2.7003e-07
2012-08-16 12:43:07.098999,6.0599e-09,2.7265e-07
2012-08-16 12:43:09.148999,6.0599e-09,2.7528e-07
2012-08-16 12:43:11.194999,6.0599e-09,2.779e-07
2012-08-16 12:43:13.241999,7.1743e-09,2.7528e-07
2012-08-16 12:43:15.291999,9.4033e-09,2.779e-07
2012-08-16 12:43:17.338999,8.2888e-09,2.779e-07
2012-08-16 12:43:19.388999,9.4033e-09,2.779e-07
2012-08-16 12:43:21.434999,9.4033e-09,2.8315e-07
2012-08-16 12:43:23.481999,9.4033e-09,2.8315e-07
2012-08-16 12:43:25.528999,8.2888e-09,2.8052e-07
2012-08-16 12:43:27.578999,9.4033e-09,2.8315e-07
2012-08-16 12:43:29.624999,9.4033e-09,2.8577e-07
2012-08-16 12:43:31.674999,9.4033e-09,2.8839e-07
2012-08-16 12:43:33.721999,9.4033e-09,2.8577e-07
2012-08-16 12:43:35.768999,9.4033e-09,2.9102e-07
2012-08-16 12:43:37.818999,9.4033e-09,2.9364e-07
2012-08-16 12:43:39.864999,1.0518e-08,2.9102e-07
2012-08-16 12:43:41.914999,9.4033e-09,2.9364e-07
2012-08-16 12:43:43.961999,9.4033e-09,2.9626e-07
2012-08-16 12:43:46.008999,1.0518e-08,2.9626e-07
2012-08-16 12:43:48.058999,1.0518e-08,2.9626e-07
2012-08-16 12:43:50.104999,9.4033e-09,2.9364e-07
2012-08-16 12:43:52.154999,1.0518e-08,2.9626e-07
2012-08-16 12:43:54.201999,1.0518e-08,2.9626e-07
2012-08-16 12:43:56.248999,1.2747e-08,3.0151e-07
2012-08-16 12:43:58.298999,1.2747e-08,3.0151e-07
2012-08-16 12:44:00.344999,1.3861e-08,3.0413e-07
2012-08-16 12:44:02.394999,1.3861e-08,3.0151e-07
2012-08-16 12:44:04.441999,1.3861e-08,3.0938e-07
2012-08-16 12:44:06.488999,1.3861e-08,3.0938e-07
2012-08-16 12:44:08.538999,1.4976e-08,3.0938e-07
2012-08-16 12:44:10.584999,1.3861e-08,3.12e-07
2012-08-16 12:44:12.634999,1.609e-08,3.1725e-07
2012-08-16 12:44:14.681999,1.4976e-08,3.1987e-07
2012-08-16 12:44:16.728999,1.609e-08,3.2249e-07
2012-08-16 12:44:18.778999,1.4976e-08,3.2774e-07
2012-08-16 12:44:20.824999,1.3861e-08,3.3299e-07
2012-08-16 12:44:22.874999,1.3861e-08,3.3036e-07
2012-08-16 12:44:24.921999,1.4976e-08,3.3299e-07
2012-08-16 12:44:26.968999,1.3861e-08,3.3824e-07
2012-08-16 12:44:29.018999,1.3861e-08,3.3824e-07
2012-08-16 12:44:31.064999,1.609e-08,3.4086e-07
2012-08-16 12:44:33.111999,1.4976e-08,3.4348e-07
2012-08-16 12:44:35.161999,1.609e-08,3.4348e-07
2012-08-16 12:44:37.208999,1.609e-08,3.4873e-07
2012-08-16 12:44:39.258999,1.609e-08,3.5135e-07
2012-08-16 12:44:41.304999,1.7204e-08,3.5397e-07
2012-08-16 12:44:43.351999,1.609e-08,3.566e-07
2012-08-16 12:44:45.401999,1.609e-08,3.5922e-07
2012-08-16 12:44:47.448999,1.609e-08,3.5922e-07
2012-08-16 12:44:49.498999,1.8319e-08,3.5397e-07
2012-08-16 12:44:51.544999,1.7204e-08,3.5922e-07
2012-08-16 12:44:53.591999,1.9433e-08,3.6184e-07
2012-08-16 12:44:55.641999,1.7204e-08,3.6971e-07
2012-08-16 12:44:57.688999,1.7204e-08,3.6447e-07
2012-08-16 12:44:59.738999,1.8319e-08,3.6709e-07
2012-08-16 12:45:01.784999,2.0548e-08,3.6971e-07
2012-08-16 12:45:03.831999,1.9433e-08,3.7234e-07
2012-08-16 12:45:05.881999,2.0548e-08,3.7758e-07
2012-08-16 12:45:07.928999,2.1662e-08,3.7758e-07
2012-08-16 12:45:09.978999,2.1662e-08,3.8283e-07
2012-08-16 12:45:12.024999,2.2777e-08,3.8545e-07
2012-08-16 12:45:14.071999,2.0548e-08,3.8283e-07
2012-08-16 12:45:16.121999,2.2777e-08,3.8545e-07
2012-08-16 12:45:18.168999,2.2777e-08,3.907e-07
2012-08-16 12:45:20.218999,2.2777e-08,3.9332e-07
2012-08-16 12:45:22.264999,2.2777e-08,3.9332e-07
2012-08-16 12:45:24.311999,2.3891e-08,3.9857e-07
2012-08-16 12:45:26.361999,2.2777e-08,4.0119e-07
2012-08-16 12:45:28.408999,2.3891e-08,4.0382e-07
2012-08-16 12:45:30.458999,2.3891e-08,4.0119e-07
2012-08-16 12:45:32.504999,2.3891e-08,4.0644e-07
2012-08-16 12:45:34.551999,2.5006e-08,4.0906e-07
2012-08-16 12:45:36.598999,2.612e-08,4.1169e-07
2012-08-16 12:45:38.648999,2.5006e-08,4.1431e-07
2012-08-16 12:45:40.694999,2.5006e-08,4.1956e-07
2012-08-16 12:45:42.744999,2.7235e-08,4.1956e-07
