,xrsa,xrsb
1982-06-16 01:48:01.500,6.032e-08,2.345e-06
1982-06-16 01:48:04.500,5.791e-08,2.381e-06
1982-06-16 01:48:07.500,6.273e-08,2.381e-06
1982-06-16 01:48:10.500,6.595e-08,2.381e-06
1982-06-16 01:48:13.500,6.354e-08,2.381e-06
1982-06-16 01:48:16.500,6.193e-08,2.417e-06
1982-06-16 01:48:19.500,6.716e-08,2.417e-06
1982-06-16 01:48:22.500,6.997e-08,2.453e-06
1982-06-16 01:48:25.500,7.118e-08,2.453e-06
1982-06-16 01:48:29.500,7.118e-08,2.489e-06
1982-06-16 01:48:32.500,7.037e-08,2.489e-06
1982-06-16 01:48:35.500,7.56e-08,2.489e-06
1982-06-16 01:48:38.500,7.761e-08,2.525e-06
1982-06-16 01:48:41.500,7.882e-08,2.525e-06
1982-06-16 01:48:44.500,8.002e-08,2.525e-06
1982-06-16 01:48:47.500,7.882e-08,2.525e-06
1982-06-16 01:48:50.500,8.203e-08,2.561e-06
1982-06-16 01:48:53.500,8.284e-08,2.597e-06
1982-06-16 01:48:56.500,8.565e-08,2.597e-06
1982-06-16 01:48:59.500,8.646e-08,2.633e-06
1982-06-16 01:49:02.500,8.766e-08,2.633e-06
1982-06-16 01:49:05.500,9.008e-08,2.669e-06
1982-06-16 01:49:08.500,9.209e-08,2.669e-06
1982-06-16 01:49:11.500,9.128e-08,2.669e-06
1982-06-16 01:49:14.500,9.329e-08,2.669e-06
1982-06-16 01:49:18.500,9.49e-08,2.705e-06
1982-06-16 01:49:21.500,9.45e-08,2.705e-06
1982-06-16 01:49:24.500,9.45e-08,2.705e-06
1982-06-16 01:49:27.500,9.249e-08,2.741e-06
1982-06-16 01:49:30.500,9.53e-08,2.741e-06
1982-06-16 01:49:33.500,9.892e-08,2.741e-06
1982-06-16 01:49:36.500,9.53e-08,2.778e-06
1982-06-16 01:49:39.500,9.53e-08,2.778e-06
1982-06-16 01:49:42.500,9.37e-08,2.778e-06
1982-06-16 01:49:45.500,9.53e-08,2.778e-06
1982-06-16 01:49:48.500,9.289e-08,2.778e-06
1982-06-16 01:49:51.500,9.41e-08,2.778e-06
1982-06-16 01:49:54.500,9.249e-08,2.778e-06
1982-06-16 01:49:57.500,9.37e-08,2.778e-06
1982-06-16 01:50:00.500,9.53e-08,2.778e-06
1982-06-16 01:50:03.500,9.49e-08,2.778e-06
1982-06-16 01:50:07.500,1.017e-07,2.778e-06
1982-06-16 01:50:10.500,9.651e-08,2.778e-06
1982-06-16 01:50:13.500,9.289e-08,2.778e-06
1982-06-16 01:50:16.500,8.967e-08,2.778e-06
1982-06-16 01:50:19.500,8.686e-08,2.778e-06
1982-06-16 01:50:22.500,8.606e-08,2.741e-06
1982-06-16 01:50:25.500,8.927e-08,2.778e-06
1982-06-16 01:50:28.500,8.726e-08,2.778e-06
1982-06-16 01:50:31.500,8.606e-08,2.778e-06
1982-06-16 01:50:34.500,8.646e-08,2.741e-06
1982-06-16 01:50:37.500,8.163e-08,2.741e-06
1982-06-16 01:50:40.500,7.761e-08,2.741e-06
1982-06-16 01:50:43.500,8.203e-08,2.741e-06
1982-06-16 01:50:46.500,8.043e-08,2.741e-06
1982-06-16 01:50:49.500,8.002e-08,2.741e-06
1982-06-16 01:50:53.500,7.922e-08,2.741e-06
1982-06-16 01:50:56.500,7.962e-08,2.741e-06
1982-06-16 01:50:59.500,7.801e-08,2.705e-06
1982-06-16 01:51:02.500,7.681e-08,2.705e-06
1982-06-16 01:51:05.500,7.801e-08,2.705e-06
1982-06-16 01:51:08.500,7.6e-08,2.705e-06
1982-06-16 01:51:11.500,7.48e-08,2.705e-06
1982-06-16 01:51:14.500,7.359e-08,2.705e-06
1982-06-16 01:51:17.500,7.198e-08,2.705e-06
1982-06-16 01:51:20.500,7.198e-08,2.705e-06
1982-06-16 01:51:23.500,7.238e-08,2.669e-06
1982-06-16 01:51:26.500,7.118e-08,2.669e-06
1982-06-16 01:51:29.500,7.037e-08,2.669e-06
1982-06-16 01:51:32.500,6.917e-08,2.669e-06
1982-06-16 01:51:35.500,7.078e-08,2.669e-06
1982-06-16 01:51:38.500,7.118e-08,2.669e-06
1982-06-16 01:51:42.500,7.078e-08,2.669e-06
1982-06-16 01:51:45.500,6.877e-08,2.669e-06
1982-06-16 01:51:48.500,6.997e-08,2.669e-06
1982-06-16 01:51:51.500,6.836e-08,2.633e-06
1982-06-16 01:51:54.500,7.078e-08,2.669e-06
1982-06-16 01:51:57.500,6.716e-08,2.633e-06
1982-06-16 01:52:00.500,6.836e-08,2.633e-06
1982-06-16 01:52:03.500,6.756e-08,2.633e-06
1982-06-16 01:52:06.500,6.756e-08,2.633e-06
1982-06-16 01:52:09.500,6.474e-08,2.633e-06
1982-06-16 01:52:12.500,6.474e-08,2.633e-06
1982-06-16 01:52:15.500,6.675e-08,2.597e-06
1982-06-16 01:52:18.500,6.675e-08,2.597e-06
1982-06-16 01:52:21.500,6.354e-08,2.597e-06
1982-06-16 01:52:24.500,6.233e-08,2.597e-06
1982-06-16 01:52:28.500,6.354e-08,2.597e-06
1982-06-16 01:52:31.500,6.233e-08,2.597e-06
1982-06-16 01:52:34.500,6.233e-08,2.597e-06
1982-06-16 01:52:37.500,6.233e-08,2.561e-06
1982-06-16 01:52:40.500,6.072e-08,2.597e-06
