,xrsa,xrsb
2013-11-18 06:58:01.291999,2.0548e-08,1.1357e-06
2013-11-18 06:58:03.338999,1.8319e-08,1.1357e-06
2013-11-18 06:58:05.388999,1.9433e-08,1.1331e-06
2013-11-18 06:58:07.434999,1.9433e-08,1.1331e-06
2013-11-18 06:58:09.481999,2.0548e-08,1.1331e-06
2013-11-18 06:58:11.531999,2.0548e-08,1.1383e-06
2013-11-18 06:58:13.578999,1.9433e-08,1.1383e-06
2013-11-18 06:58:15.628999,1.9433e-08,1.1383e-06
2013-11-18 06:58:17.674999,2.0548e-08,1.1383e-06
2013-11-18 06:58:19.721999,2.0548e-08,1.1436e-06
2013-11-18 06:58:21.771999,2.2777e-08,1.1383e-06
2013-11-18 06:58:23.819000,2.1662e-08,1.1383e-06
2013-11-18 06:58:25.868999,2.2777e-08,1.1383e-06
2013-11-18 06:58:27.914999,2.5006e-08,1.1462e-06
2013-11-18 06:58:29.961999,2.0548e-08,1.1436e-06
2013-11-18 06:58:32.011999,2.1662e-08,1.1514e-06
2013-11-18 06:58:34.059000,2.1662e-08,1.1593e-06
2013-11-18 06:58:36.108999,2.2777e-08,1.1619e-06
2013-11-18 06:58:38.154999,2.3891e-08,1.1698e-06
2013-11-18 06:58:40.201999,2.2777e-08,1.175e-06
2013-11-18 06:58:42.251999,2.3891e-08,1.1803e-06
2013-11-18 06:58:44.298999,2.3891e-08,1.1855e-06
2013-11-18 06:58:46.348999,2.5006e-08,1.1934e-06
2013-11-18 06:58:48.394999,2.5006e-08,1.1987e-06
2013-11-18 06:58:50.441999,2.5006e-08,1.2039e-06
2013-11-18 06:58:52.491999,2.612e-08,1.2039e-06
2013-11-18 06:58:54.538999,2.7235e-08,1.2092e-06
2013-11-18 06:58:56.588999,2.8349e-08,1.2144e-06
2013-11-18 06:58:58.634999,2.8349e-08,1.2197e-06
2013-11-18 06:59:00.681999,2.7235e-08,1.217e-06
2013-11-18 06:59:02.731999,2.8349e-08,1.2197e-06
2013-11-18 06:59:04.778999,2.8349e-08,1.2197e-06
2013-11-18 06:59:06.828999,2.8349e-08,1.2223e-06
2013-11-18 06:59:08.875000,2.9464e-08,1.2249e-06
2013-11-18 06:59:10.921999,2.8349e-08,1.238e-06
2013-11-18 06:59:12.971999,3.0578e-08,1.238e-06
2013-11-18 06:59:15.018999,3.1692e-08,1.2406e-06
2013-11-18 06:59:17.069000,3.2807e-08,1.238e-06
2013-11-18 06:59:19.115000,3.1692e-08,1.2432e-06
2013-11-18 06:59:21.161999,3.0578e-08,1.2406e-06
2013-11-18 06:59:23.211999,2.9464e-08,1.2432e-06
2013-11-18 06:59:25.258999,3.0578e-08,1.2459e-06
2013-11-18 06:59:27.309000,3.1692e-08,1.2538e-06
2013-11-18 06:59:29.355000,2.9464e-08,1.2564e-06
2013-11-18 06:59:31.401999,2.9464e-08,1.2511e-06
2013-11-18 06:59:33.451999,3.0578e-08,1.2538e-06
2013-11-18 06:59:35.498999,3.1692e-08,1.259e-06
2013-11-18 06:59:37.548999,3.1692e-08,1.2616e-06
2013-11-18 06:59:39.594999,3.1692e-08,1.2642e-06
2013-11-18 06:59:41.641999,3.1692e-08,1.2642e-06
2013-11-18 06:59:43.691999,3.1692e-08,1.2721e-06
2013-11-18 06:59:45.738999,3.1692e-08,1.2695e-06
2013-11-18 06:59:47.788999,3.2807e-08,1.2774e-06
2013-11-18 06:59:49.834999,3.2807e-08,1.2747e-06
2013-11-18 06:59:51.881999,3.5036e-08,1.2747e-06
2013-11-18 06:59:53.931999,3.3921e-08,1.28e-06
