,xrsa,xrsb
2013-11-04 22:09:00.309000,8.2888e-09,7.973e-07
2013-11-04 22:09:02.355000,9.4033e-09,7.9468e-07
2013-11-04 22:09:04.404999,9.4033e-09,7.9468e-07
2013-11-04 22:09:06.451999,9.4033e-09,7.9206e-07
2013-11-04 22:09:08.498999,8.2888e-09,7.9206e-07
2013-11-04 22:09:10.548999,9.4033e-09,7.8943e-07
2013-11-04 22:09:12.594999,8.2888e-09,7.9468e-07
2013-11-04 22:09:14.644999,9.4033e-09,7.8681e-07
2013-11-04 22:09:16.691999,9.4033e-09,7.9468e-07
2013-11-04 22:09:18.738999,9.4033e-09,7.8681e-07
2013-11-04 22:09:20.788999,7.1743e-09,7.8943e-07
2013-11-04 22:09:22.834999,8.2888e-09,7.8681e-07
2013-11-04 22:09:24.884999,7.1743e-09,7.8681e-07
2013-11-04 22:09:26.931999,7.1743e-09,7.8943e-07
2013-11-04 22:09:28.978999,8.2888e-09,7.8943e-07
2013-11-04 22:09:31.028999,8.2888e-09,7.8681e-07
2013-11-04 22:09:33.074999,7.1743e-09,7.8419e-07
2013-11-04 22:09:35.125000,8.2888e-09,7.8419e-07
2013-11-04 22:09:37.171999,7.1743e-09,7.8943e-07
2013-11-04 22:09:39.218999,8.2888e-09,7.8681e-07
2013-11-04 22:09:41.268999,7.1743e-09,7.8419e-07
2013-11-04 22:09:43.314999,8.2888e-09,7.8419e-07
2013-11-04 22:09:45.365000,8.2888e-09,7.8156e-07
2013-11-04 22:09:47.411999,7.1743e-09,7.8681e-07
2013-11-04 22:09:49.458999,6.0599e-09,7.8681e-07
2013-11-04 22:09:51.508999,6.0599e-09,7.8943e-07
2013-11-04 22:09:53.554999,6.0599e-09,7.8681e-07
2013-11-04 22:09:55.605000,8.2888e-09,7.8419e-07
2013-11-04 22:09:57.651999,7.1743e-09,7.8681e-07
2013-11-04 22:09:59.698999,8.2888e-09,7.8419e-07
2013-11-04 22:10:01.748999,7.1743e-09,7.8156e-07
2013-11-04 22:10:03.794999,9.4033e-09,7.8681e-07
2013-11-04 22:10:05.844999,8.2888e-09,7.8681e-07
2013-11-04 22:10:07.891999,7.1743e-09,7.8681e-07
2013-11-04 22:10:09.938999,9.4033e-09,7.8419e-07
2013-11-04 22:10:11.988999,8.2888e-09,7.8681e-07
2013-11-04 22:10:14.034999,9.4033e-09,7.8419e-07
2013-11-04 22:10:16.084999,8.2888e-09,7.8943e-07
2013-11-04 22:10:18.131999,1.0518e-08,7.9206e-07
2013-11-04 22:10:20.178999,1.1632e-08,7.9468e-07
2013-11-04 22:10:22.228999,1.4976e-08,7.9993e-07
2013-11-04 22:10:24.274999,1.7204e-08,8.078e-07
2013-11-04 22:10:26.324999,1.8319e-08,8.1829e-07
2013-11-04 22:10:28.371999,1.9433e-08,8.2091e-07
2013-11-04 22:10:30.418999,2.1662e-08,8.2878e-07
2013-11-04 22:10:32.468999,2.3891e-08,8.3928e-07
2013-11-04 22:10:34.514999,2.612e-08,8.4714e-07
2013-11-04 22:10:36.561999,2.612e-08,8.5764e-07
2013-11-04 22:10:38.611999,2.8349e-08,8.6288e-07
2013-11-04 22:10:40.658999,2.9464e-08,8.76e-07
2013-11-04 22:10:42.708999,2.7235e-08,8.8912e-07
2013-11-04 22:10:44.754999,3.0578e-08,8.9436e-07
2013-11-04 22:10:46.801999,2.9464e-08,8.9961e-07
2013-11-04 22:10:48.851999,3.2807e-08,9.0748e-07
2013-11-04 22:10:50.898999,3.3921e-08,9.1797e-07
2013-11-04 22:10:52.948999,3.5036e-08,9.2322e-07
2013-11-04 22:10:54.994999,3.5036e-08,9.3371e-07
2013-11-04 22:10:57.041999,3.615e-08,9.3634e-07
2013-11-04 22:10:59.092000,3.8379e-08,9.4945e-07
2013-11-04 22:11:01.138999,3.7265e-08,9.6257e-07
2013-11-04 22:11:03.188999,3.9494e-08,9.6257e-07
2013-11-04 22:11:05.234999,4.0608e-08,9.7044e-07
2013-11-04 22:11:07.281999,4.1723e-08,9.7568e-07
2013-11-04 22:11:09.332000,4.3952e-08,9.888e-07
2013-11-04 22:11:11.378999,4.5066e-08,9.9142e-07
2013-11-04 22:11:13.428999,4.618e-08,1.0045e-06
2013-11-04 22:11:15.474999,4.9524e-08,1.0124e-06
2013-11-04 22:11:17.521999,5.0638e-08,1.0177e-06
2013-11-04 22:11:19.571999,5.0638e-08,1.0308e-06
2013-11-04 22:11:21.618999,5.3982e-08,1.0465e-06
2013-11-04 22:11:23.668999,5.6211e-08,1.0544e-06
2013-11-04 22:11:25.714999,5.844e-08,1.0675e-06
2013-11-04 22:11:27.761999,5.9554e-08,1.078e-06
2013-11-04 22:11:29.811999,6.2897e-08,1.0885e-06
2013-11-04 22:11:31.858999,6.847e-08,1.1069e-06
2013-11-04 22:11:33.908999,7.0699e-08,1.1226e-06
2013-11-04 22:11:35.954999,7.4042e-08,1.1383e-06
2013-11-04 22:11:38.001999,7.6271e-08,1.1514e-06
2013-11-04 22:11:40.051999,7.85e-08,1.1619e-06
2013-11-04 22:11:42.098999,8.2958e-08,1.1777e-06
2013-11-04 22:11:44.148999,8.5187e-08,1.1934e-06
2013-11-04 22:11:46.194999,8.7416e-08,1.2013e-06
2013-11-04 22:11:48.241999,8.9645e-08,1.2118e-06
2013-11-04 22:11:50.291999,9.1873e-08,1.2249e-06
2013-11-04 22:11:52.338999,9.5217e-08,1.238e-06
2013-11-04 22:11:54.388999,9.6331e-08,1.2511e-06
2013-11-04 22:11:56.434999,9.9675e-08,1.2669e-06
2013-11-04 22:11:58.481999,1.0302e-07,1.2826e-06
2013-11-04 22:12:00.531999,1.0525e-07,1.301e-06
2013-11-04 22:12:02.578999,1.1193e-07,1.3246e-06
2013-11-04 22:12:04.628999,1.1751e-07,1.3429e-06
2013-11-04 22:12:06.674999,1.2308e-07,1.3718e-06
2013-11-04 22:12:08.721999,1.2531e-07,1.3928e-06
2013-11-04 22:12:10.771999,1.2976e-07,1.4085e-06
2013-11-04 22:12:12.819000,1.3645e-07,1.4295e-06
2013-11-04 22:12:14.868999,1.398e-07,1.4452e-06
2013-11-04 22:12:16.914999,1.4202e-07,1.4715e-06
2013-11-04 22:12:18.961999,1.4537e-07,1.4846e-06
2013-11-04 22:12:21.011999,1.476e-07,1.5003e-06
2013-11-04 22:12:23.059000,1.5094e-07,1.5187e-06
2013-11-04 22:12:25.108999,1.5317e-07,1.5292e-06
2013-11-04 22:12:27.154999,1.5651e-07,1.5475e-06
2013-11-04 22:12:29.201999,1.5986e-07,1.5633e-06
2013-11-04 22:12:31.251999,1.6208e-07,1.5738e-06
2013-11-04 22:12:33.298999,1.632e-07,1.5922e-06
2013-11-04 22:12:35.348999,1.632e-07,1.6e-06
2013-11-04 22:12:37.394999,1.632e-07,1.6053e-06
2013-11-04 22:12:39.441999,1.6208e-07,1.6131e-06
2013-11-04 22:12:41.491999,1.6208e-07,1.6131e-06
2013-11-04 22:12:43.538999,1.6208e-07,1.6184e-06
2013-11-04 22:12:45.588999,1.5874e-07,1.6184e-06
2013-11-04 22:12:47.634999,1.5763e-07,1.6184e-06
2013-11-04 22:12:49.681999,1.554e-07,1.6236e-06
2013-11-04 22:12:51.731999,1.5317e-07,1.6262e-06
2013-11-04 22:12:53.778999,1.4983e-07,1.6184e-06
2013-11-04 22:12:55.828999,1.4871e-07,1.6158e-06
2013-11-04 22:12:57.875000,1.4648e-07,1.6131e-06
2013-11-04 22:12:59.921999,1.4314e-07,1.6079e-06
2013-11-04 22:13:01.971999,1.4091e-07,1.6026e-06
2013-11-04 22:13:04.018999,1.3868e-07,1.6e-06
2013-11-04 22:13:06.069000,1.3757e-07,1.5974e-06
2013-11-04 22:13:08.115000,1.3534e-07,1.5895e-06
2013-11-04 22:13:10.161999,1.3422e-07,1.5869e-06
2013-11-04 22:13:12.211999,1.3199e-07,1.5816e-06
2013-11-04 22:13:14.258999,1.3199e-07,1.5816e-06
2013-11-04 22:13:16.309000,1.2976e-07,1.5738e-06
2013-11-04 22:13:18.355000,1.2531e-07,1.5685e-06
2013-11-04 22:13:20.401999,1.2308e-07,1.5633e-06
2013-11-04 22:13:22.451999,1.1862e-07,1.5528e-06
2013-11-04 22:13:24.498999,1.1639e-07,1.5475e-06
2013-11-04 22:13:26.548999,1.1528e-07,1.5371e-06
2013-11-04 22:13:28.594999,1.1305e-07,1.5292e-06
2013-11-04 22:13:30.641999,1.1082e-07,1.5213e-06
2013-11-04 22:13:32.691999,1.0859e-07,1.5161e-06
2013-11-04 22:13:34.738999,1.0748e-07,1.5082e-06
2013-11-04 22:13:36.788999,1.0413e-07,1.4977e-06
2013-11-04 22:13:38.834999,1.0302e-07,1.4925e-06
2013-11-04 22:13:40.881999,1.019e-07,1.4793e-06
2013-11-04 22:13:42.931999,9.856e-08,1.4636e-06
2013-11-04 22:13:44.978999,9.7446e-08,1.4584e-06
2013-11-04 22:13:47.028999,9.4102e-08,1.4479e-06
2013-11-04 22:13:49.074999,9.2988e-08,1.4348e-06
2013-11-04 22:13:51.121999,8.9645e-08,1.4243e-06
2013-11-04 22:13:53.171999,8.7416e-08,1.4138e-06
2013-11-04 22:13:55.218999,8.5187e-08,1.4033e-06
2013-11-04 22:13:57.268999,8.4072e-08,1.3954e-06
2013-11-04 22:13:59.314999,7.85e-08,1.3849e-06
2013-11-04 22:14:01.361999,7.6271e-08,1.3744e-06
2013-11-04 22:14:03.411999,7.4042e-08,1.3613e-06
2013-11-04 22:14:05.458999,7.0699e-08,1.3508e-06
2013-11-04 22:14:07.508999,6.9584e-08,1.3456e-06
2013-11-04 22:14:09.554999,6.7355e-08,1.3351e-06
2013-11-04 22:14:11.601999,6.6241e-08,1.3272e-06
2013-11-04 22:14:13.651999,6.5126e-08,1.3167e-06
2013-11-04 22:14:15.698999,6.2897e-08,1.3088e-06
2013-11-04 22:14:17.748999,6.0668e-08,1.2983e-06
2013-11-04 22:14:19.794999,5.9554e-08,1.2878e-06
2013-11-04 22:14:21.842000,5.9554e-08,1.28e-06
2013-11-04 22:14:23.891999,5.7325e-08,1.2695e-06
2013-11-04 22:14:25.938999,5.6211e-08,1.2642e-06
2013-11-04 22:14:27.988999,5.5096e-08,1.2564e-06
2013-11-04 22:14:30.034999,5.1753e-08,1.2459e-06
2013-11-04 22:14:32.082000,5.1753e-08,1.2354e-06
2013-11-04 22:14:34.131999,5.0638e-08,1.2301e-06
2013-11-04 22:14:36.178999,4.9524e-08,1.2223e-06
2013-11-04 22:14:38.228999,4.618e-08,1.217e-06
2013-11-04 22:14:40.274999,4.618e-08,1.2065e-06
2013-11-04 22:14:42.321999,4.618e-08,1.2013e-06
2013-11-04 22:14:44.371999,4.3952e-08,1.196e-06
2013-11-04 22:14:46.418999,4.2837e-08,1.1855e-06
2013-11-04 22:14:48.468999,4.2837e-08,1.1724e-06
2013-11-04 22:14:50.514999,4.1723e-08,1.1724e-06
2013-11-04 22:14:52.561999,4.0608e-08,1.1567e-06
2013-11-04 22:14:54.611999,4.0608e-08,1.1593e-06
2013-11-04 22:14:56.658999,3.9494e-08,1.1514e-06
2013-11-04 22:14:58.708999,3.7265e-08,1.1488e-06
