,xrsa,xrsb
1997-11-23 14:00:00,2.4885014e-09,2.33591e-07
1997-11-23 14:00:03,3.2308423e-09,2.3722524e-07
1997-11-23 14:00:06,2.8291498e-09,2.399445e-07
1997-11-23 14:00:09,2.336268e-09,2.3495195e-07
1997-11-23 14:00:12,2.3716595e-09,2.3241299e-07
1997-11-23 14:00:15,2.1957407e-09,2.3470523e-07
1997-11-23 14:00:18,2.4454114e-09,2.3230928e-07
1997-11-23 14:00:21,4.152085e-09,2.3484907e-07
1997-11-23 14:00:24,2.1975635e-09,2.3960598e-07
1997-11-23 14:00:27,2.6637552e-09,2.3844177e-07
1997-11-23 14:00:30,1.4321121e-09,2.3756229e-07
1997-11-23 14:00:33,3.1967655e-09,2.3215725e-07
1997-11-23 14:00:36,2.3687563e-09,2.3502119e-07
1997-11-23 14:00:39,2.5399465e-09,2.3408606e-07
1997-11-23 14:00:42,3.1109275e-09,2.3253672e-07
1997-11-23 14:00:45,3.0831364e-09,2.3509612e-07
1997-11-23 14:00:48,2.736141e-09,2.37647e-07
1997-11-23 14:00:51,3.228108e-09,2.3598022e-07
1997-11-23 14:00:54,3.4328986e-09,2.3629295e-07
1997-11-23 14:00:57,1.6934791e-09,2.3392481e-07
1997-11-23 14:01:00,2.3915365e-09,2.3503277e-07
1997-11-23 14:01:03,1.5447731e-09,2.360657e-07
1997-11-23 14:01:06,2.8661473e-09,2.3853738e-07
1997-11-23 14:01:09,3.6478298e-09,2.4014372e-07
1997-11-23 14:01:12,3.2548875e-09,2.4326255e-07
1997-11-23 14:01:15,3.5921384e-09,2.5014643e-07
1997-11-23 14:01:18,1.8002368e-09,2.5030934e-07
1997-11-23 14:01:21,4.118623e-09,2.5100928e-07
1997-11-23 14:01:24,3.146623e-09,2.5475177e-07
1997-11-23 14:01:27,3.5263703e-09,2.5893522e-07
1997-11-23 14:01:30,4.95023e-09,2.695319e-07
1997-11-23 14:01:33,4.7347206e-09,2.7422553e-07
1997-11-23 14:01:36,5.8755427e-09,2.7662261e-07
1997-11-23 14:01:39,4.3631627e-09,2.8199588e-07
1997-11-23 14:01:42,5.4181344e-09,2.8845375e-07
1997-11-23 14:01:45,6.731978e-09,2.975325e-07
1997-11-23 14:01:48,6.7251626e-09,2.9991273e-07
1997-11-23 14:01:51,7.493108e-09,3.0771278e-07
1997-11-23 14:01:54,7.4225297e-09,3.1216084e-07
1997-11-23 14:01:57,8.241294e-09,3.1707313e-07
1997-11-23 14:02:00,6.69413e-09,3.2108036e-07
1997-11-23 14:02:03,7.4350943e-09,3.2681427e-07
1997-11-23 14:02:06,7.411701e-09,3.2423225e-07
1997-11-23 14:02:09,7.680815e-09,3.3228793e-07
1997-11-23 14:02:12,7.676762e-09,3.365728e-07
1997-11-23 14:02:15,8.072513e-09,3.344501e-07
1997-11-23 14:02:18,7.853305e-09,3.3659848e-07
1997-11-23 14:02:21,8.643927e-09,3.4019592e-07
1997-11-23 14:02:24,9.70215e-09,3.4240566e-07
1997-11-23 14:02:27,7.757881e-09,3.4870004e-07
1997-11-23 14:02:30,8.986622e-09,3.4864266e-07
1997-11-23 14:02:33,8.063971e-09,3.552134e-07
1997-11-23 14:02:36,8.880128e-09,3.5507506e-07
1997-11-23 14:02:39,8.246425e-09,3.5611703e-07
1997-11-23 14:02:42,1.0185229e-08,3.6005542e-07
1997-11-23 14:02:45,8.64114e-09,3.6483766e-07
1997-11-23 14:02:48,8.743308e-09,3.625065e-07
1997-11-23 14:02:51,1.0650973e-08,3.6719734e-07
1997-11-23 14:02:54,8.309389e-09,3.7268808e-07
1997-11-23 14:02:57,8.721809e-09,3.720255e-07
1997-11-23 14:03:00,1.0196731e-08,3.7283587e-07
1997-11-23 14:03:03,1.0232661e-08,3.74658e-07
1997-11-23 14:03:06,1.1136521e-08,3.7820413e-07
1997-11-23 14:03:09,1.0028643e-08,3.869654e-07
1997-11-23 14:03:12,1.06749845e-08,3.8582198e-07
1997-11-23 14:03:15,1.07943805e-08,3.8760587e-07
1997-11-23 14:03:18,1.1779258e-08,3.9238904e-07
1997-11-23 14:03:21,1.216448e-08,3.909463e-07
1997-11-23 14:03:24,1.1886452e-08,3.9155037e-07
1997-11-23 14:03:27,1.0410108e-08,3.9501293e-07
1997-11-23 14:03:30,1.132146e-08,3.951881e-07
1997-11-23 14:03:33,1.2303728e-08,3.9869823e-07
1997-11-23 14:03:36,1.0410088e-08,3.903205e-07
1997-11-23 14:03:39,1.1015815e-08,3.9220743e-07
1997-11-23 14:03:42,1.0192449e-08,3.9789535e-07
1997-11-23 14:03:45,1.2065179e-08,3.9339963e-07
