,xrsa,xrsb
1995-10-16 12:21:00.855468,6.2e-11,5.5722012e-08
1995-10-16 12:21:03.914062,6.2e-11,5.8960012e-08
1995-10-16 12:21:06.976562,3.116003e-10,6.219801e-08
1995-10-16 12:21:10.035156,6.249003e-10,6.219801e-08
1995-10-16 12:21:13.097656,3.116003e-10,6.219801e-08
1995-10-16 12:21:16.156250,6.249003e-10,6.219801e-08
1995-10-16 12:21:19.214843,6.249003e-10,6.219801e-08
1995-10-16 12:21:22.277343,6.2e-11,6.219801e-08
1995-10-16 12:21:25.335937,6.2e-11,6.219801e-08
1995-10-16 12:21:28.394531,6.2e-11,6.219801e-08
1995-10-16 12:21:31.457031,6.2e-11,6.543601e-08
1995-10-16 12:21:34.515625,6.2e-11,6.867401e-08
1995-10-16 12:21:37.574218,3.116003e-10,6.867401e-08
1995-10-16 12:21:40.636718,3.116003e-10,6.867401e-08
1995-10-16 12:21:43.695312,6.2e-11,6.543601e-08
1995-10-16 12:21:46.757812,6.2e-11,6.867401e-08
1995-10-16 12:21:49.816406,6.2e-11,6.543601e-08
1995-10-16 12:21:52.875000,3.116003e-10,6.867401e-08
1995-10-16 12:21:55.937500,6.2e-11,6.867401e-08
1995-10-16 12:21:58.996093,6.2e-11,7.191201e-08
1995-10-16 12:22:02.054687,6.2e-11,6.867401e-08
1995-10-16 12:22:05.117187,6.2e-11,7.515001e-08
1995-10-16 12:22:08.175781,6.2e-11,7.191201e-08
1995-10-16 12:22:11.234375,3.116003e-10,7.191201e-08
1995-10-16 12:22:14.296875,1.5648003e-09,6.867401e-08
1995-10-16 12:22:17.355468,6.2e-11,7.191201e-08
1995-10-16 12:22:20.406250,3.116003e-10,6.543601e-08
1995-10-16 12:22:23.464843,6.2e-11,6.543601e-08
1995-10-16 12:22:26.527343,6.2e-11,6.867401e-08
1995-10-16 12:22:29.585937,6.2e-11,6.867401e-08
1995-10-16 12:22:32.644531,1.2515002e-09,6.867401e-08
1995-10-16 12:22:35.707031,6.2e-11,6.867401e-08
1995-10-16 12:22:38.765625,6.2e-11,6.867401e-08
1995-10-16 12:22:41.824218,6.2e-11,6.867401e-08
1995-10-16 12:22:44.886718,6.2e-11,7.191201e-08
1995-10-16 12:22:47.945312,6.2e-11,6.867401e-08
1995-10-16 12:22:51.007812,6.2e-11,6.867401e-08
1995-10-16 12:22:54.066406,1.2515002e-09,6.867401e-08
1995-10-16 12:22:57.125000,6.2e-11,6.867401e-08
1995-10-16 12:23:00.187500,3.116003e-10,6.867401e-08
1995-10-16 12:23:03.246093,3.116003e-10,6.867401e-08
1995-10-16 12:23:06.304687,6.2e-11,6.867401e-08
1995-10-16 12:23:09.367187,6.2e-11,6.867401e-08
1995-10-16 12:23:12.425781,6.249003e-10,7.191201e-08
1995-10-16 12:23:15.484375,6.2e-11,6.867401e-08
1995-10-16 12:23:18.546875,6.2e-11,7.191201e-08
1995-10-16 12:23:21.605468,6.2e-11,6.867401e-08
1995-10-16 12:23:24.664062,6.249003e-10,6.867401e-08
1995-10-16 12:23:27.726562,1.8781003e-09,6.867401e-08
1995-10-16 12:23:30.785156,1.5648003e-09,6.867401e-08
1995-10-16 12:23:33.847656,6.249003e-10,7.191201e-08
1995-10-16 12:23:36.906250,6.2e-11,7.191201e-08
1995-10-16 12:23:39.964843,6.2e-11,6.867401e-08
1995-10-16 12:23:43.027343,6.2e-11,6.867401e-08
1995-10-16 12:23:46.085937,6.249003e-10,7.515001e-08
1995-10-16 12:23:49.144531,3.116003e-10,7.191201e-08
1995-10-16 12:23:52.207031,3.116003e-10,6.867401e-08
