,xrsa,xrsb
2013-10-09 20:20:00.294999,2.7165e-09,3.9857e-07
2013-10-09 20:20:02.344999,2.7165e-09,3.9595e-07
2013-10-09 20:20:04.391999,1.602e-09,3.9857e-07
2013-10-09 20:20:06.438999,2.7165e-09,3.9857e-07
2013-10-09 20:20:08.488999,2.7165e-09,4.0382e-07
2013-10-09 20:20:10.534999,2.7165e-09,4.0119e-07
2013-10-09 20:20:12.584999,2.7165e-09,3.9857e-07
2013-10-09 20:20:14.631999,3.831e-09,4.0382e-07
2013-10-09 20:20:16.678999,3.831e-09,3.9857e-07
2013-10-09 20:20:18.728999,2.7165e-09,4.0382e-07
2013-10-09 20:20:20.774999,2.7165e-09,4.0119e-07
2013-10-09 20:20:22.824999,3.831e-09,4.0644e-07
2013-10-09 20:20:24.871999,3.831e-09,4.0644e-07
2013-10-09 20:20:26.918999,2.7165e-09,4.0906e-07
2013-10-09 20:20:28.968999,2.7165e-09,4.0382e-07
2013-10-09 20:20:31.014999,2.7165e-09,4.0644e-07
2013-10-09 20:20:33.064999,3.831e-09,4.0906e-07
2013-10-09 20:20:35.111999,3.831e-09,4.0644e-07
2013-10-09 20:20:37.158999,1.602e-09,4.0644e-07
2013-10-09 20:20:39.208999,1e-09,4.0382e-07
2013-10-09 20:20:41.254999,1.602e-09,4.0644e-07
2013-10-09 20:20:43.304999,1.602e-09,4.0644e-07
2013-10-09 20:20:45.351999,1.602e-09,4.0644e-07
2013-10-09 20:20:47.398999,1.602e-09,4.0644e-07
2013-10-09 20:20:49.448999,1e-09,4.1169e-07
2013-10-09 20:20:51.494999,1e-09,4.1169e-07
2013-10-09 20:20:53.544999,2.7165e-09,4.0644e-07
2013-10-09 20:20:55.592000,1.602e-09,4.0906e-07
2013-10-09 20:20:57.638999,2.7165e-09,4.1431e-07
2013-10-09 20:20:59.688999,1.602e-09,4.1431e-07
2013-10-09 20:21:01.734999,2.7165e-09,4.1169e-07
2013-10-09 20:21:03.784999,1.602e-09,4.1956e-07
2013-10-09 20:21:05.832000,2.7165e-09,4.1693e-07
2013-10-09 20:21:07.878999,1.602e-09,4.1956e-07
2013-10-09 20:21:09.928999,2.7165e-09,4.248e-07
2013-10-09 20:21:11.974999,2.7165e-09,4.248e-07
2013-10-09 20:21:14.024999,2.7165e-09,4.2218e-07
2013-10-09 20:21:16.071999,3.831e-09,4.3005e-07
2013-10-09 20:21:18.118999,3.831e-09,4.3267e-07
2013-10-09 20:21:20.168999,3.831e-09,4.3005e-07
2013-10-09 20:21:22.214999,3.831e-09,4.3267e-07
2013-10-09 20:21:24.264999,3.831e-09,4.4054e-07
2013-10-09 20:21:26.311999,4.9454e-09,4.4054e-07
2013-10-09 20:21:28.358999,6.0599e-09,4.4579e-07
2013-10-09 20:21:30.408999,3.831e-09,4.5103e-07
2013-10-09 20:21:32.454999,3.831e-09,4.5366e-07
2013-10-09 20:21:34.501999,7.1743e-09,4.5628e-07
2013-10-09 20:21:36.551999,7.1743e-09,4.6153e-07
2013-10-09 20:21:38.598999,7.1743e-09,4.6677e-07
2013-10-09 20:21:40.648999,7.1743e-09,4.7202e-07
2013-10-09 20:21:42.694999,9.4033e-09,4.7464e-07
2013-10-09 20:21:44.741999,9.4033e-09,4.7464e-07
2013-10-09 20:21:46.791999,9.4033e-09,4.7989e-07
2013-10-09 20:21:48.838999,1.0518e-08,4.8514e-07
2013-10-09 20:21:50.888999,1.1632e-08,4.8776e-07
2013-10-09 20:21:52.934999,9.4033e-09,4.9038e-07
2013-10-09 20:21:54.981999,9.4033e-09,4.9038e-07
2013-10-09 20:21:57.031999,1.0518e-08,4.9301e-07
2013-10-09 20:21:59.078999,1.1632e-08,4.9563e-07
2013-10-09 20:22:01.128999,9.4033e-09,4.9825e-07
2013-10-09 20:22:03.174999,1.0518e-08,4.9825e-07
2013-10-09 20:22:05.221999,1.0518e-08,5.035e-07
2013-10-09 20:22:07.271999,1.0518e-08,5.035e-07
2013-10-09 20:22:09.319000,1.0518e-08,5.0875e-07
2013-10-09 20:22:11.368999,1.1632e-08,5.1137e-07
2013-10-09 20:22:13.414999,1.1632e-08,5.1137e-07
2013-10-09 20:22:15.461999,1.1632e-08,5.1399e-07
2013-10-09 20:22:17.511999,1.1632e-08,5.1662e-07
2013-10-09 20:22:19.559000,1.2747e-08,5.2186e-07
2013-10-09 20:22:21.608999,1.2747e-08,5.2449e-07
2013-10-09 20:22:23.654999,1.1632e-08,5.2449e-07
2013-10-09 20:22:25.701999,1.1632e-08,5.2973e-07
2013-10-09 20:22:27.751999,1.1632e-08,5.2973e-07
2013-10-09 20:22:29.798999,1.1632e-08,5.3236e-07
2013-10-09 20:22:31.848999,1.2747e-08,5.3498e-07
2013-10-09 20:22:33.894999,1.1632e-08,5.376e-07
2013-10-09 20:22:35.941999,1.1632e-08,5.4285e-07
2013-10-09 20:22:37.991999,1.3861e-08,5.4022e-07
2013-10-09 20:22:40.038999,1.2747e-08,5.4285e-07
2013-10-09 20:22:42.088999,1.2747e-08,5.4285e-07
2013-10-09 20:22:44.134999,1.1632e-08,5.4547e-07
2013-10-09 20:22:46.181999,1.3861e-08,5.5072e-07
2013-10-09 20:22:48.231999,1.1632e-08,5.481e-07
2013-10-09 20:22:50.278999,1.1632e-08,5.481e-07
2013-10-09 20:22:52.328999,1.2747e-08,5.5072e-07
2013-10-09 20:22:54.375000,1.1632e-08,5.5596e-07
2013-10-09 20:22:56.421999,1.2747e-08,5.5596e-07
2013-10-09 20:22:58.471999,1.1632e-08,5.5859e-07
2013-10-09 20:23:00.518999,1.3861e-08,5.5859e-07
2013-10-09 20:23:02.569000,1.3861e-08,5.6383e-07
2013-10-09 20:23:04.615000,1.2747e-08,5.6383e-07
2013-10-09 20:23:06.661999,1.4976e-08,5.6646e-07
2013-10-09 20:23:08.711999,1.4976e-08,5.6646e-07
2013-10-09 20:23:10.758999,1.3861e-08,5.717e-07
2013-10-09 20:23:12.804999,1.2747e-08,5.6908e-07
2013-10-09 20:23:14.855000,1.3861e-08,5.7433e-07
2013-10-09 20:23:16.901999,1.3861e-08,5.7433e-07
2013-10-09 20:23:18.948999,1.3861e-08,5.717e-07
2013-10-09 20:23:20.998999,1.3861e-08,5.822e-07
2013-10-09 20:23:23.044999,1.4976e-08,5.822e-07
2013-10-09 20:23:25.094999,1.4976e-08,5.822e-07
2013-10-09 20:23:27.141999,1.4976e-08,5.9007e-07
2013-10-09 20:23:29.188999,1.609e-08,5.9269e-07
2013-10-09 20:23:31.238999,1.609e-08,5.9269e-07
2013-10-09 20:23:33.284999,1.609e-08,5.9531e-07
