,xrsa,xrsb
1981-06-21 02:25:00.500,2.735e-08,1.178e-06
1981-06-21 02:25:03.500,3.217e-08,1.196e-06
1981-06-21 02:25:06.500,2.896e-08,1.196e-06
1981-06-21 02:25:09.500,3.177e-08,1.2e-06
1981-06-21 02:25:12.500,3.097e-08,1.214e-06
1981-06-21 02:25:15.500,3.217e-08,1.222e-06
1981-06-21 02:25:18.500,2.695e-08,1.229e-06
1981-06-21 02:25:21.500,2.976e-08,1.24e-06
1981-06-21 02:25:24.500,3.137e-08,1.247e-06
1981-06-21 02:25:27.500,4.022e-08,1.258e-06
1981-06-21 02:25:31.500,3.459e-08,1.277e-06
1981-06-21 02:25:34.500,3.981e-08,1.28e-06
1981-06-21 02:25:37.500,6.314e-08,1.295e-06
1981-06-21 02:25:40.500,5.59e-08,1.31e-06
1981-06-21 02:25:43.500,5.147e-08,1.313e-06
1981-06-21 02:25:46.500,4.705e-08,1.328e-06
1981-06-21 02:25:49.500,4.745e-08,1.332e-06
1981-06-21 02:25:52.500,4.424e-08,1.346e-06
1981-06-21 02:25:55.500,4.223e-08,1.35e-06
1981-06-21 02:25:58.500,3.901e-08,1.361e-06
1981-06-21 02:26:01.500,4.424e-08,1.372e-06
1981-06-21 02:26:04.500,4.987e-08,1.383e-06
1981-06-21 02:26:07.500,4.826e-08,1.39e-06
1981-06-21 02:26:10.500,5.469e-08,1.405e-06
1981-06-21 02:26:13.500,5.429e-08,1.416e-06
1981-06-21 02:26:16.500,5.349e-08,1.423e-06
1981-06-21 02:26:20.500,5.59e-08,1.434e-06
1981-06-21 02:26:23.500,5.469e-08,1.445e-06
1981-06-21 02:26:26.500,5.067e-08,1.456e-06
1981-06-21 02:26:29.500,4.745e-08,1.475e-06
1981-06-21 02:26:32.500,5.389e-08,1.486e-06
1981-06-21 02:26:35.500,5.55e-08,1.493e-06
1981-06-21 02:26:38.500,6.555e-08,1.511e-06
1981-06-21 02:26:41.500,6.233e-08,1.526e-06
1981-06-21 02:26:44.500,6.796e-08,1.533e-06
1981-06-21 02:26:47.500,6.434e-08,1.544e-06
1981-06-21 02:26:50.500,6.716e-08,1.552e-06
1981-06-21 02:26:53.500,6.113e-08,1.552e-06
1981-06-21 02:26:56.500,4.585e-08,1.566e-06
1981-06-21 02:26:59.500,6.113e-08,1.566e-06
1981-06-21 02:27:02.500,6.675e-08,1.574e-06
1981-06-21 02:27:06.500,6.474e-08,6.781e-06
1981-06-21 02:27:09.500,6.716e-08,3.751e-06
1981-06-21 02:27:12.500,6.635e-08,2.489e-06
1981-06-21 02:27:15.500,6.877e-08,1.984e-06
1981-06-21 02:27:18.500,6.917e-08,1.768e-06
1981-06-21 02:27:21.500,5.831e-08,1.659e-06
1981-06-21 02:27:24.500,6.635e-08,1.623e-06
1981-06-21 02:27:27.500,7.158e-08,1.623e-06
1981-06-21 02:27:30.500,7.118e-08,1.623e-06
1981-06-21 02:27:33.500,7.118e-08,1.623e-06
