,xrsa,xrsb
1981-01-25 11:32:02.500,2.372e-07,6.926e-06
1981-01-25 11:32:05.500,2.372e-07,6.962e-06
1981-01-25 11:32:08.500,2.372e-07,6.962e-06
1981-01-25 11:32:11.500,2.411e-07,6.926e-06
1981-01-25 11:32:14.500,2.411e-07,6.962e-06
1981-01-25 11:32:17.500,2.411e-07,6.926e-06
1981-01-25 11:32:20.500,2.372e-07,6.962e-06
1981-01-25 11:32:23.500,2.411e-07,6.962e-06
1981-01-25 11:32:26.500,2.372e-07,6.926e-06
1981-01-25 11:32:29.500,2.372e-07,6.926e-06
1981-01-25 11:32:32.500,2.372e-07,6.926e-06
1981-01-25 11:32:35.500,2.372e-07,6.926e-06
1981-01-25 11:32:38.500,2.372e-07,6.926e-06
1981-01-25 11:32:41.500,2.411e-07,6.926e-06
1981-01-25 11:32:45.500,2.372e-07,6.926e-06
1981-01-25 11:32:48.500,2.372e-07,6.926e-06
1981-01-25 11:32:51.500,2.372e-07,6.926e-06
1981-01-25 11:32:54.500,2.372e-07,6.926e-06
1981-01-25 11:32:57.500,2.372e-07,6.962e-06
1981-01-25 11:33:00.500,2.411e-07,6.926e-06
1981-01-25 11:33:03.500,2.411e-07,6.962e-06
1981-01-25 11:33:06.500,2.411e-07,6.962e-06
1981-01-25 11:33:09.500,2.451e-07,6.962e-06
1981-01-25 11:33:12.500,2.451e-07,6.998e-06
1981-01-25 11:33:15.500,2.49e-07,6.998e-06
1981-01-25 11:33:18.500,2.569e-07,7.034e-06
1981-01-25 11:33:21.500,2.648e-07,7.07e-06
1981-01-25 11:33:24.500,2.767e-07,7.142e-06
1981-01-25 11:33:27.500,2.885e-07,7.178e-06
1981-01-25 11:33:30.500,3.004e-07,7.25e-06
1981-01-25 11:33:34.500,3.162e-07,7.322e-06
1981-01-25 11:33:37.500,3.399e-07,7.467e-06
1981-01-25 11:33:40.500,3.716e-07,7.611e-06
1981-01-25 11:33:43.500,4.15e-07,7.791e-06
1981-01-25 11:33:46.500,4.743e-07,8.008e-06
1981-01-25 11:33:49.500,5.218e-07,8.188e-06
1981-01-25 11:33:52.500,5.613e-07,8.368e-06
1981-01-25 11:33:55.500,5.929e-07,8.513e-06
1981-01-25 11:33:58.500,6.206e-07,8.657e-06
1981-01-25 11:34:01.500,6.443e-07,8.765e-06
1981-01-25 11:34:04.500,6.759e-07,8.945e-06
1981-01-25 11:34:07.500,7.115e-07,9.09e-06
1981-01-25 11:34:10.500,7.392e-07,9.234e-06
1981-01-25 11:34:13.500,7.708e-07,9.378e-06
1981-01-25 11:34:16.500,7.985e-07,9.559e-06
1981-01-25 11:34:20.500,8.262e-07,9.703e-06
1981-01-25 11:34:23.500,8.499e-07,9.847e-06
1981-01-25 11:34:26.500,8.815e-07,1.01e-05
1981-01-25 11:34:29.500,9.052e-07,1.017e-05
1981-01-25 11:34:32.500,9.329e-07,1.028e-05
1981-01-25 11:34:35.500,9.487e-07,1.039e-05
1981-01-25 11:34:38.500,9.606e-07,1.046e-05
1981-01-25 11:34:41.500,9.803e-07,1.053e-05
1981-01-25 11:34:44.500,9.922e-07,1.064e-05
1981-01-25 11:34:47.500,1.004e-06,1.071e-05
1981-01-25 11:34:50.500,1.016e-06,1.082e-05
1981-01-25 11:34:53.500,1.02e-06,1.086e-05
1981-01-25 11:34:56.500,1.02e-06,1.089e-05
1981-01-25 11:34:59.500,1.016e-06,1.093e-05
1981-01-25 11:35:02.500,1.004e-06,1.097e-05
1981-01-25 11:35:05.500,1e-06,1.097e-05
1981-01-25 11:35:09.500,9.922e-07,1.1e-05
1981-01-25 11:35:12.500,9.803e-07,1.1e-05
1981-01-25 11:35:15.500,9.685e-07,1.097e-05
1981-01-25 11:35:18.500,9.606e-07,1.097e-05
1981-01-25 11:35:21.500,9.447e-07,1.097e-05
1981-01-25 11:35:24.500,9.329e-07,1.1e-05
1981-01-25 11:35:27.500,9.21e-07,1.1e-05
1981-01-25 11:35:30.500,9.092e-07,1.1e-05
1981-01-25 11:35:33.500,8.973e-07,1.097e-05
1981-01-25 11:35:36.500,8.775e-07,1.097e-05
1981-01-25 11:35:39.500,8.617e-07,1.093e-05
1981-01-25 11:35:42.500,8.499e-07,1.089e-05
1981-01-25 11:35:45.500,8.38e-07,1.089e-05
1981-01-25 11:35:48.500,8.262e-07,1.089e-05
1981-01-25 11:35:51.500,8.183e-07,1.086e-05
